order_id,timestamp,dish_name,category,quantity,price,cost,server_id
41,2025-12-18 13:14:24.667705,Carbonara,Main,2,11.92,6.85,Alice
42,2026-02-11 20:47:32.860705,Sushi,Main,1,19.69,13.1,Alice
43,2026-02-17 13:28:02.823527,Ice Cream,Dessert,2,7.66,4.96,Alice
44,2025-12-19 22:43:33.742189,Coffee,Drink,1,4.38,2.81,Alice
45,2026-03-04 16:32:55.297204,Spring Rolls,Appetizer,2,7.77,4.0,Charlie
46,2026-02-23 06:13:10.585488,Salad,Appetizer,2,8.38,5.2,Alice
47,2026-03-05 12:25:05.062105,Coffee,Drink,3,4.35,2.78,Bob
48,2026-01-19 19:38:06.594635,Burger,Main,1,11.17,5.54,Charlie
49,2026-01-19 19:50:02.207521,Spring Rolls,Appetizer,1,7.66,5.15,Alice
50,2026-03-10 13:31:54.686176,Salad,Appetizer,2,8.78,3.99,Bob
51,2025-12-14 17:59:14.702662,Sushi,Main,2,19.17,11.51,Bob
52,2026-02-18 16:31:07.066634,Spring Rolls,Appetizer,2,7.9,4.26,Bob
53,2025-12-13 22:45:23.046564,Pizza,Main,2,14.8,9.9,Charlie
54,2025-12-20 10:07:32.040476,Pizza,Main,1,14.21,6.88,Alice
55,2025-12-18 20:51:18.757511,Ice Cream,Dessert,1,7.41,3.95,Alice
56,2026-01-10 14:31:20.506122,Sushi,Main,1,19.67,9.32,Alice
57,2026-01-02 20:25:20.902494,Tomahawk,Main,2,33.17,18.26,Bob
58,2026-03-01 10:56:19.270602,Pizza,Main,2,15.26,9.82,Diana
59,2025-12-24 22:54:36.174778,Spring Rolls,Appetizer,2,7.78,5.39,Bob
60,2026-02-27 08:00:29.588640,Spring Rolls,Appetizer,2,8.49,3.8,Charlie
61,2026-01-22 19:05:55.646826,Soda,Drink,5,2.96,1.22,Diana
62,2026-02-25 17:15:07.730188,Carbonara,Main,1,13.91,8.3,Diana
63,2025-12-19 12:37:05.128921,Sushi,Main,4,18.96,12.83,Alice
64,2026-01-13 03:28:57.407050,Coffee,Drink,1,4.37,2.23,Alice
65,2026-03-11 17:14:31.062141,Spring Rolls,Appetizer,2,8.44,5.01,Bob
66,2026-01-30 01:19:59.542497,Spring Rolls,Appetizer,4,8.27,4.58,Bob
67,2025-12-21 11:37:56.000875,Spring Rolls,Appetizer,2,7.61,3.91,Diana
68,2026-02-25 13:25:31.536622,Pizza,Main,2,14.61,9.4,Bob
69,2025-12-25 19:28:07.346204,Pizza,Main,4,13.12,6.01,Charlie
70,2026-01-22 04:33:00.984629,Burger,Main,1,12.23,6.4,Alice
71,2025-12-14 03:09:01.910275,Pizza,Main,4,15.25,9.65,Bob
72,2026-01-11 19:39:16.285299,Sushi,Main,5,18.18,9.38,Bob
73,2026-02-22 13:59:15.217463,Spring Rolls,Appetizer,1,8.1,3.46,Alice
74,2026-02-07 20:32:35.788577,Sushi,Main,2,19.02,7.64,Alice
75,2025-12-14 12:54:24.605292,Soda,Drink,2,2.75,1.33,Charlie
76,2026-01-11 22:02:06.725578,Carbonara,Main,3,13.6,7.33,Diana
77,2025-12-30 19:49:00.926407,Spring Rolls,Appetizer,2,7.97,5.37,Alice
78,2025-12-20 12:39:42.790789,Salad,Appetizer,2,9.65,5.32,Alice
79,2026-02-22 19:03:20.074841,Tomahawk,Main,1,36.02,16.07,Alice
80,2026-03-09 03:09:26.750800,Ice Cream,Dessert,1,6.47,3.43,Alice
81,2026-03-07 07:05:49.390918,Ice Cream,Dessert,3,7.43,3.35,Charlie
82,2026-02-17 13:36:56.239350,Salad,Appetizer,1,8.53,4.05,Bob
83,2026-01-10 13:25:00.586462,Ice Cream,Dessert,2,6.55,4.49,Charlie
84,2026-02-18 02:20:18.325765,Spring Rolls,Appetizer,2,7.61,5.24,Bob
85,2025-12-30 13:44:29.514582,Sushi,Main,1,18.68,13.06,Charlie
86,2026-03-10 15:02:29.244967,Salad,Appetizer,1,9.82,3.94,Charlie
87,2026-01-23 16:17:47.112048,Pizza,Main,1,14.91,10.16,Alice
88,2026-01-20 20:55:50.500497,Ice Cream,Dessert,2,6.51,3.51,Diana
89,2026-01-27 15:26:16.963745,Spring Rolls,Appetizer,2,7.99,5.31,Alice
90,2026-01-29 13:24:28.369100,Tomahawk,Main,3,32.45,18.23,Charlie
91,2026-03-10 08:57:19.203893,Salad,Appetizer,3,9.12,3.95,Bob
92,2026-01-26 19:34:51.671001,Spring Rolls,Appetizer,1,7.87,5.1,Charlie
93,2026-02-13 13:44:14.286411,Sushi,Main,4,16.82,7.08,Charlie
94,2026-02-25 00:48:51.237904,Spring Rolls,Appetizer,1,8.76,5.87,Alice
95,2026-01-30 07:06:59.675533,Coffee,Drink,3,3.66,1.49,Charlie
96,2026-03-03 07:28:36.667275,Coffee,Drink,3,4.15,2.27,Bob
97,2025-12-18 20:49:34.753990,Carbonara,Main,2,13.0,7.43,Alice
98,2026-02-22 13:00:51.518219,Sushi,Main,2,19.65,8.58,Charlie
99,2026-03-10 01:00:56.143412,Salad,Appetizer,2,8.28,4.96,Alice
100,2026-02-14 19:56:00.586024,Tomahawk,Main,1,34.08,17.96,Charlie
101,2025-12-10 17:50:23.710825,Salad,Appetizer,2,8.32,5.77,Charlie
102,2026-01-07 10:00:10.000498,Carbonara,Main,2,11.77,7.82,Alice
103,2025-12-21 12:36:38.062475,Soda,Drink,2,2.94,1.42,Alice
104,2025-12-28 07:14:33.287381,Salad,Appetizer,1,8.45,4.41,Alice
105,2025-12-19 13:56:37.257691,Tomahawk,Main,1,32.18,16.68,Charlie
106,2026-01-26 05:50:41.078854,Burger,Main,1,12.83,6.41,Alice
107,2026-01-17 16:52:35.810457,Tomahawk,Main,4,35.65,23.38,Diana
108,2026-01-26 19:30:01.901110,Tomahawk,Main,6,34.72,18.67,Alice
109,2026-01-27 00:17:10.685718,Ice Cream,Dessert,2,6.95,3.68,Diana
110,2026-03-10 00:10:35.138276,Carbonara,Main,1,13.3,5.6,Alice
111,2026-01-03 01:59:28.502010,Salad,Appetizer,2,8.68,5.43,Charlie
112,2026-01-08 08:59:30.570397,Coffee,Drink,4,4.27,2.86,Charlie
113,2025-12-22 05:40:00.432130,Pizza,Main,1,13.91,7.87,Alice
114,2026-01-06 13:37:54.499455,Soda,Drink,2,3.17,1.47,Bob
115,2025-12-15 16:16:47.767073,Carbonara,Main,1,13.69,9.49,Diana
116,2026-02-18 08:45:53.418955,Salad,Appetizer,1,9.77,5.89,Charlie
117,2026-02-26 11:06:41.680779,Pizza,Main,2,13.96,6.85,Alice
118,2026-01-27 13:06:56.294133,Spring Rolls,Appetizer,2,8.7,4.82,Bob
119,2026-01-21 15:41:42.280213,Soda,Drink,1,3.3,1.5,Bob
120,2025-12-27 16:59:16.725802,Burger,Main,1,12.05,7.38,Bob
121,2026-02-22 01:13:09.024457,Pizza,Main,2,13.1,8.49,Alice
122,2026-03-11 14:02:00.027389,Sushi,Main,3,19.54,8.85,Alice
123,2026-02-02 14:11:56.139680,Pizza,Main,2,14.19,6.93,Bob
124,2026-02-15 12:08:37.342939,Sushi,Main,3,18.15,11.98,Bob
125,2026-01-11 13:37:17.190026,Sushi,Main,4,18.81,12.68,Charlie
126,2026-02-08 13:45:32.542085,Spring Rolls,Appetizer,2,8.0,4.66,Alice
127,2026-02-21 06:34:29.055144,Coffee,Drink,3,4.23,1.99,Alice
128,2026-02-21 03:57:51.308455,Salad,Appetizer,1,8.37,3.48,Alice
129,2026-01-22 11:58:58.375791,Pizza,Main,2,14.64,6.99,Alice
130,2026-02-26 20:36:30.165343,Coffee,Drink,5,4.0,2.46,Alice
131,2026-02-07 05:51:39.644562,Sushi,Main,2,17.02,7.21,Alice
132,2026-02-18 16:11:05.673071,Spring Rolls,Appetizer,3,7.84,3.87,Alice
133,2026-02-15 08:13:21.964387,Carbonara,Main,3,11.81,6.78,Charlie
134,2026-02-04 13:07:22.809508,Spring Rolls,Appetizer,2,7.76,3.97,Alice
135,2026-03-04 05:32:48.862115,Tomahawk,Main,2,34.23,17.44,Alice
136,2026-03-07 19:40:30.873784,Salad,Appetizer,2,8.93,6.25,Alice
137,2026-01-14 20:12:09.329624,Pizza,Main,2,13.01,6.94,Bob
138,2025-12-21 15:22:29.930608,Pizza,Main,2,13.73,7.64,Alice
139,2026-02-01 17:14:33.845195,Pizza,Main,4,12.95,6.52,Alice
140,2025-12-31 13:14:54.424361,Carbonara,Main,3,12.24,5.83,Alice
141,2026-02-28 19:17:41.345519,Spring Rolls,Appetizer,1,7.28,4.61,Alice
142,2026-01-11 20:09:35.871862,Carbonara,Main,2,14.23,6.31,Alice
143,2025-12-13 21:11:26.747924,Soda,Drink,2,2.78,1.73,Bob
144,2026-01-30 13:09:32.091087,Ice Cream,Dessert,1,6.34,4.4,Charlie
145,2026-02-24 21:11:07.477751,Coffee,Drink,2,4.2,2.23,Alice
146,2025-12-11 16:12:41.465096,Salad,Appetizer,5,8.96,5.72,Charlie
147,2026-01-26 19:29:24.410528,Coffee,Drink,3,4.07,2.1,Bob
148,2026-02-03 02:04:41.526409,Spring Rolls,Appetizer,3,7.28,4.94,Bob
149,2026-01-18 20:33:24.826387,Carbonara,Main,3,13.14,6.93,Alice
150,2026-03-05 15:13:21.381054,Ice Cream,Dessert,1,7.07,4.08,Diana
151,2026-02-08 13:54:11.934456,Coffee,Drink,3,4.1,2.09,Bob
152,2026-02-20 20:07:54.108960,Salad,Appetizer,3,8.93,4.18,Bob
153,2026-01-13 20:09:00.906943,Spring Rolls,Appetizer,2,8.17,3.56,Bob
154,2026-02-03 13:43:55.063104,Pizza,Main,1,13.06,9.11,Bob
155,2025-12-17 02:41:37.336339,Soda,Drink,1,2.75,1.75,Charlie
156,2026-03-05 10:09:36.397725,Ice Cream,Dessert,2,6.79,2.74,Bob
157,2026-03-10 12:06:12.460785,Ice Cream,Dessert,2,7.3,4.39,Charlie
158,2026-02-18 00:52:58.658144,Burger,Main,3,12.5,5.47,Charlie
159,2026-02-20 23:59:44.255108,Pizza,Main,5,12.61,5.21,Bob
160,2026-02-28 05:29:29.601861,Salad,Appetizer,3,9.67,5.93,Bob
161,2026-01-08 15:25:43.121845,Sushi,Main,1,18.36,12.68,Charlie
162,2025-12-17 10:17:27.767228,Coffee,Drink,3,4.23,1.79,Charlie
163,2026-01-25 08:36:14.060302,Sushi,Main,2,17.38,11.15,Alice
164,2026-02-19 08:08:09.155200,Burger,Main,2,11.27,5.84,Diana
165,2026-03-04 19:12:07.328847,Tomahawk,Main,1,34.97,19.27,Bob
166,2026-02-28 18:53:11.443938,Pizza,Main,1,13.86,5.68,Alice
167,2025-12-25 19:57:00.909154,Ice Cream,Dessert,1,7.24,3.06,Bob
168,2026-01-09 02:37:32.463507,Sushi,Main,3,18.1,8.82,Charlie
169,2026-02-24 03:16:31.066506,Carbonara,Main,1,11.76,6.91,Bob
170,2025-12-13 05:55:37.581301,Spring Rolls,Appetizer,1,8.75,3.52,Charlie
171,2026-03-02 10:01:25.439857,Pizza,Main,3,15.08,7.96,Charlie
172,2025-12-22 08:16:25.322635,Carbonara,Main,1,11.72,5.25,Bob
173,2026-01-07 08:23:35.455338,Salad,Appetizer,2,9.32,4.87,Alice
174,2026-01-19 14:06:19.785678,Tomahawk,Main,3,36.07,25.01,Diana
175,2026-03-06 21:51:04.619253,Soda,Drink,2,3.24,2.12,Charlie
176,2026-03-06 13:20:23.714441,Ice Cream,Dessert,2,6.75,3.53,Bob
177,2026-01-28 09:29:18.100963,Tomahawk,Main,4,37.35,20.68,Charlie
178,2026-01-01 01:39:54.489520,Carbonara,Main,1,13.49,6.95,Diana
179,2026-03-01 10:35:12.987689,Sushi,Main,1,17.66,12.34,Bob
180,2026-01-26 19:47:34.748331,Sushi,Main,1,16.67,11.16,Charlie
181,2026-01-23 20:47:17.223273,Ice Cream,Dessert,3,6.69,3.99,Bob
182,2026-01-23 17:12:42.956127,Sushi,Main,2,18.3,7.68,Alice
183,2026-02-26 13:22:08.616698,Coffee,Drink,3,3.73,2.16,Bob
184,2026-03-11 14:07:03.052123,Pizza,Main,3,14.42,7.89,Alice
185,2026-02-18 23:00:18.723941,Tomahawk,Main,3,37.17,15.42,Alice
186,2026-02-28 19:15:54.212573,Sushi,Main,2,17.14,9.42,Diana
187,2026-02-23 12:11:02.327055,Coffee,Drink,2,3.84,2.41,Alice
188,2026-03-01 20:42:30.323984,Sushi,Main,1,16.33,8.91,Charlie
189,2025-12-24 03:08:15.084819,Tomahawk,Main,1,36.7,24.92,Charlie
190,2026-01-12 12:07:49.606570,Spring Rolls,Appetizer,1,8.53,4.02,Diana
191,2025-12-13 19:34:41.716565,Spring Rolls,Appetizer,2,8.08,4.07,Diana
192,2025-12-16 13:14:19.887612,Carbonara,Main,1,12.75,8.01,Bob
193,2026-01-16 11:46:49.089958,Salad,Appetizer,1,9.9,6.88,Alice
194,2026-02-08 15:29:46.413026,Pizza,Main,1,14.01,9.02,Bob
195,2025-12-26 03:42:39.353481,Spring Rolls,Appetizer,5,7.33,4.1,Alice
196,2026-02-22 03:51:32.048892,Spring Rolls,Appetizer,1,7.74,5.39,Charlie
197,2025-12-13 13:38:11.210207,Spring Rolls,Appetizer,2,7.48,3.76,Bob
198,2026-03-08 17:32:11.176003,Tomahawk,Main,1,37.4,14.99,Bob
199,2026-01-14 10:35:15.539701,Soda,Drink,3,3.08,1.27,Alice
200,2026-01-30 03:58:04.756368,Soda,Drink,3,2.74,1.15,Bob
201,2026-01-30 04:50:54.891695,Burger,Main,2,13.16,7.83,Alice
202,2025-12-31 18:32:46.128330,Tomahawk,Main,2,37.41,22.44,Charlie
203,2026-02-03 12:43:09.642545,Salad,Appetizer,2,8.17,5.56,Alice
204,2026-02-02 19:14:43.397115,Soda,Drink,3,3.23,2.0,Alice
205,2025-12-11 07:48:06.943069,Coffee,Drink,3,4.03,2.24,Alice
206,2025-12-29 06:23:37.055850,Tomahawk,Main,2,32.25,21.73,Bob
207,2026-03-08 17:49:30.524826,Coffee,Drink,1,3.64,2.34,Bob
208,2026-01-13 17:47:47.892297,Sushi,Main,1,18.04,9.99,Alice
209,2026-01-26 20:58:39.289902,Tomahawk,Main,1,36.68,24.08,Charlie
210,2026-02-22 21:46:06.136791,Pizza,Main,2,14.28,7.51,Alice
211,2026-02-12 22:47:17.498964,Salad,Appetizer,3,8.76,3.62,Bob
212,2026-02-25 14:03:48.714858,Soda,Drink,4,3.27,1.94,Bob
213,2026-01-13 13:13:35.063031,Burger,Main,2,11.62,8.09,Charlie
214,2026-01-05 00:12:01.267363,Carbonara,Main,2,12.04,6.4,Bob
215,2026-02-10 02:24:39.890390,Tomahawk,Main,2,35.32,18.3,Alice
216,2026-01-16 12:57:08.480089,Spring Rolls,Appetizer,1,8.51,5.31,Alice
217,2026-03-09 19:19:24.398300,Salad,Appetizer,2,8.75,4.69,Diana
218,2026-02-07 16:49:07.167004,Ice Cream,Dessert,3,6.56,4.37,Alice
219,2025-12-24 02:25:27.547876,Sushi,Main,2,18.9,9.68,Diana
220,2026-01-30 08:10:14.985447,Sushi,Main,1,17.39,10.66,Bob
221,2026-02-19 19:28:06.943883,Coffee,Drink,1,3.69,2.12,Charlie
222,2026-02-06 16:28:57.212239,Soda,Drink,2,2.9,1.5,Alice
223,2026-01-16 19:10:23.224202,Ice Cream,Dessert,3,6.52,4.32,Alice
224,2025-12-12 06:33:42.926329,Soda,Drink,2,3.01,1.66,Bob
225,2026-01-21 19:35:13.739114,Ice Cream,Dessert,2,7.39,3.22,Alice
226,2026-01-03 06:04:16.972052,Soda,Drink,1,2.85,1.96,Bob
227,2026-01-12 12:19:55.795386,Soda,Drink,3,2.92,1.24,Alice
228,2025-12-11 12:51:29.853360,Salad,Appetizer,2,9.01,4.98,Charlie
229,2025-12-30 17:36:26.983569,Ice Cream,Dessert,1,7.43,3.97,Bob
230,2026-03-07 08:25:29.142514,Spring Rolls,Appetizer,2,7.75,4.94,Alice
231,2025-12-13 04:47:52.450608,Spring Rolls,Appetizer,2,7.82,5.04,Charlie
232,2026-03-04 13:58:34.249554,Tomahawk,Main,3,34.52,23.37,Alice
233,2026-02-04 13:27:16.000879,Burger,Main,4,13.02,8.19,Alice
234,2026-02-19 20:07:34.464302,Soda,Drink,1,3.22,2.2,Alice
235,2026-03-05 13:03:46.312416,Tomahawk,Main,2,37.55,15.8,Bob
236,2026-01-16 04:00:07.505146,Soda,Drink,3,3.17,1.56,Bob
237,2026-03-08 13:20:25.801379,Soda,Drink,1,3.05,1.55,Diana
238,2025-12-27 12:41:56.437188,Soda,Drink,2,3.26,2.27,Charlie
239,2025-12-17 20:16:59.170433,Carbonara,Main,3,14.12,5.89,Bob
240,2026-02-12 17:23:54.639918,Coffee,Drink,3,4.08,1.76,Charlie
241,2025-12-24 00:00:50.797871,Pizza,Main,1,13.69,6.22,Charlie
242,2026-02-22 17:02:52.308071,Salad,Appetizer,4,9.26,5.31,Charlie
243,2026-03-05 12:14:19.549996,Spring Rolls,Appetizer,2,7.24,3.52,Charlie
244,2026-02-21 05:03:51.780777,Ice Cream,Dessert,3,6.91,4.54,Bob
245,2026-02-17 19:52:24.778646,Burger,Main,2,12.66,7.5,Bob
246,2026-01-16 13:27:30.613952,Tomahawk,Main,2,38.05,23.24,Alice
247,2025-12-29 02:31:15.112832,Carbonara,Main,4,13.62,5.85,Bob
248,2026-01-08 11:05:33.262635,Ice Cream,Dessert,1,6.58,3.61,Alice
249,2025-12-22 19:49:11.692559,Tomahawk,Main,1,33.79,14.86,Alice
250,2026-02-13 13:14:13.142040,Sushi,Main,1,18.86,9.61,Bob
251,2026-01-28 08:43:07.358512,Soda,Drink,5,3.2,1.54,Charlie
252,2025-12-11 13:59:01.233574,Salad,Appetizer,3,9.25,5.81,Bob
253,2026-02-11 08:34:46.038894,Spring Rolls,Appetizer,1,7.54,3.95,Alice
254,2026-01-27 10:12:58.042964,Sushi,Main,2,18.68,7.67,Bob
255,2026-02-08 20:37:37.280527,Burger,Main,1,12.78,8.21,Alice
256,2025-12-11 07:06:52.012737,Soda,Drink,3,3.21,2.12,Bob
257,2025-12-29 21:07:26.408971,Tomahawk,Main,1,36.05,18.82,Bob
258,2025-12-13 05:40:08.020094,Coffee,Drink,3,3.71,1.8,Bob
259,2025-12-31 23:03:47.571060,Carbonara,Main,3,12.83,8.24,Alice
260,2026-02-21 16:40:49.004586,Tomahawk,Main,2,32.83,17.23,Bob
261,2026-02-12 13:35:39.558520,Salad,Appetizer,2,9.75,6.48,Alice
262,2026-02-12 21:31:44.537175,Sushi,Main,2,17.3,10.37,Alice
263,2026-01-30 19:52:43.915749,Coffee,Drink,1,4.31,2.05,Diana
264,2025-12-13 08:01:32.473703,Ice Cream,Dessert,1,6.44,3.06,Diana
265,2026-02-16 16:09:36.329951,Carbonara,Main,1,13.53,7.77,Alice
266,2026-02-22 06:41:16.440253,Carbonara,Main,2,12.27,6.44,Alice
267,2026-01-21 13:32:42.580770,Spring Rolls,Appetizer,1,8.39,5.2,Diana
268,2026-02-22 05:03:20.752665,Pizza,Main,6,13.15,9.06,Alice
269,2026-01-07 17:29:15.151628,Ice Cream,Dessert,1,6.63,2.84,Charlie
270,2025-12-22 06:48:35.119075,Soda,Drink,4,2.72,1.79,Diana
271,2025-12-25 12:47:12.384308,Spring Rolls,Appetizer,2,7.63,4.0,Alice
272,2026-01-30 20:06:33.298673,Salad,Appetizer,2,8.1,3.97,Bob
273,2025-12-28 13:50:23.787983,Burger,Main,1,10.82,7.19,Bob
274,2026-01-22 03:34:49.216323,Sushi,Main,1,17.97,12.43,Bob
275,2026-01-28 21:54:23.472302,Spring Rolls,Appetizer,3,7.24,4.93,Alice
276,2026-01-12 16:02:48.082876,Carbonara,Main,2,12.01,5.67,Alice
277,2026-02-17 12:50:20.587076,Burger,Main,1,11.38,6.84,Alice
278,2026-01-26 19:38:56.391999,Soda,Drink,2,3.25,2.26,Charlie
279,2026-02-07 18:00:46.236923,Sushi,Main,3,17.35,9.94,Bob
280,2026-01-04 12:07:21.418126,Burger,Main,3,11.3,7.31,Charlie
281,2026-02-26 19:34:55.653135,Salad,Appetizer,1,8.85,3.79,Alice
282,2026-02-01 15:00:37.944379,Coffee,Drink,3,4.11,2.23,Alice
283,2025-12-22 10:59:43.292689,Spring Rolls,Appetizer,1,8.53,5.86,Charlie
284,2026-02-07 20:45:22.633408,Coffee,Drink,2,3.74,2.52,Charlie
285,2026-01-21 00:52:41.615299,Carbonara,Main,2,12.5,8.0,Alice
286,2025-12-28 07:10:51.979251,Soda,Drink,2,2.9,1.56,Bob
287,2026-03-03 15:23:43.583942,Burger,Main,2,12.99,8.24,Bob
288,2026-01-05 21:43:10.275420,Coffee,Drink,2,4.01,2.26,Alice
289,2026-01-11 13:54:35.233646,Soda,Drink,1,2.96,2.02,Alice
290,2026-02-12 00:03:37.306187,Tomahawk,Main,2,33.94,15.27,Diana
291,2025-12-23 12:31:04.245883,Salad,Appetizer,2,9.06,6.32,Alice
292,2026-01-31 00:13:23.354349,Coffee,Drink,2,3.65,1.76,Charlie
293,2026-01-05 11:54:13.855420,Soda,Drink,2,2.75,1.44,Diana
294,2025-12-17 19:33:33.117081,Soda,Drink,1,2.71,1.15,Alice
295,2026-03-06 19:06:15.683945,Salad,Appetizer,2,9.1,6.17,Alice
296,2026-01-25 01:26:59.880526,Sushi,Main,3,17.89,10.42,Diana
297,2025-12-21 07:15:06.265284,Salad,Appetizer,2,8.37,4.37,Alice
298,2026-02-10 19:15:25.875260,Tomahawk,Main,2,33.72,18.02,Alice
299,2026-01-25 20:58:02.418648,Burger,Main,2,11.64,7.39,Alice
300,2026-02-05 03:29:57.398154,Carbonara,Main,2,12.85,5.66,Diana
301,2026-01-09 04:41:36.582676,Burger,Main,1,12.6,5.14,Charlie
302,2026-01-20 12:08:59.152861,Ice Cream,Dessert,2,6.7,3.03,Bob
303,2026-02-15 19:14:32.744448,Pizza,Main,2,12.7,5.93,Alice
304,2026-02-25 09:27:15.838328,Carbonara,Main,2,12.98,6.82,Bob
305,2026-02-08 15:52:48.722733,Tomahawk,Main,2,34.03,18.14,Alice
306,2025-12-20 13:00:32.462680,Ice Cream,Dessert,2,6.52,4.35,Bob
307,2026-01-25 12:06:02.429010,Burger,Main,3,12.44,6.43,Charlie
308,2026-02-24 12:37:59.763853,Soda,Drink,1,3.15,1.82,Alice
309,2026-02-10 17:18:33.520952,Pizza,Main,4,13.63,9.32,Charlie
310,2026-02-09 23:13:32.452986,Ice Cream,Dessert,3,7.18,3.81,Alice
311,2026-01-18 09:19:03.380788,Coffee,Drink,1,3.76,2.17,Alice
312,2026-03-05 05:35:02.660831,Soda,Drink,2,3.14,2.02,Alice
313,2026-02-05 19:02:30.503843,Sushi,Main,1,16.31,8.76,Bob
314,2026-02-06 12:44:12.423329,Sushi,Main,2,18.23,9.77,Bob
315,2026-01-15 00:38:08.043502,Ice Cream,Dessert,1,6.71,4.61,Alice
316,2026-01-21 04:07:26.854744,Carbonara,Main,2,13.02,8.38,Alice
317,2026-02-05 13:23:06.824257,Spring Rolls,Appetizer,3,8.55,4.18,Alice
318,2025-12-14 15:14:13.193342,Pizza,Main,1,13.94,6.81,Bob
319,2026-01-18 18:01:10.511272,Soda,Drink,1,3.23,1.82,Bob
320,2026-01-03 13:42:55.102300,Pizza,Main,2,14.87,6.61,Bob
321,2026-02-10 04:59:55.678797,Carbonara,Main,1,12.1,7.79,Charlie
322,2026-02-23 12:59:38.461246,Sushi,Main,1,19.72,10.63,Alice
323,2026-01-17 13:29:46.014295,Pizza,Main,2,12.88,5.93,Alice
324,2026-01-01 17:25:00.749533,Coffee,Drink,3,4.04,2.58,Alice
325,2026-02-08 06:15:35.871663,Salad,Appetizer,1,9.67,5.1,Charlie
326,2026-01-28 01:29:51.119624,Carbonara,Main,1,12.29,6.79,Bob
327,2026-03-03 11:12:05.526700,Pizza,Main,4,12.63,7.12,Bob
328,2025-12-13 01:19:29.405228,Pizza,Main,4,14.32,7.77,Alice
329,2026-01-11 20:01:31.200317,Spring Rolls,Appetizer,2,7.8,3.5,Bob
330,2025-12-12 02:44:41.867378,Spring Rolls,Appetizer,1,8.56,4.03,Alice
331,2026-02-05 10:59:49.095182,Burger,Main,1,13.11,5.57,Alice
332,2026-01-08 08:39:07.826472,Salad,Appetizer,1,8.58,3.63,Alice
333,2026-01-06 17:16:08.616785,Tomahawk,Main,2,36.23,19.26,Alice
